Stock Code,Stock Name,Sector Classification
068790,DMS,기계·장비
241520,DSC인베스트먼트,금융
180400,DXVX,일반서비스
418620,E8,IT 서비스
245620,EDGC,일반서비스
037370,EG,화학
050120,ES큐브,유통
214270,FSN,IT 서비스
032620,GC메디아이,IT 서비스
130500,GH신소재,섬유·의류
900290,GRT,금융
083450,GST,기계·장비
297890,HB솔루션,기계·장비
440290,HB인베스트먼트,금융
078150,HB테크놀러지,기계·장비
225530,HC보광산업,비금속
060560,HC홈센타,유통
376270,HEM파마,일반서비스
195940,HK이노엔,제약
028300,HLB,제약
278650,HLB바이오스텝,일반서비스
067630,HLB생명과학,제약
024850,HLB이노베이션,전기·전자
187420,HLB제넥스,제약
047920,HLB제약,일반서비스
115450,HLB테라퓨틱스,유통
046210,HLB파나진,제약
196300,HLB펩,제약
403870,HPSP,기계·장비
036640,HRS,화학
467930,IBKS제23호스팩,금융
469480,IBKS제24호스팩,금융
0099X0,IBKS제25호스팩,금융
095340,ISC,유통
950170,JTC,유통
067290,JW신약,제약
035900,JYP Ent.,오락·문화
318000,KBG,화학
024840,KBI메탈,금속
024120,KB오토시스,운송장비·부품
464680,KB제27호스팩,금융
478390,KB제29호스팩,금융
486630,KB제30호스팩,금융
492220,KB제31호스팩,금융
0037T0,KB제32호스팩,금융
0072Z0,KB제33호스팩,금융
021320,KCC건설,건설
044180,KD,건설
151860,KG에코솔루션,운송장비·부품
035600,KG이니시스,IT 서비스
046440,KG파이낸셜,IT 서비스
060720,KH바텍,전기·전자
058400,KNN,오락·문화
101000,KS인더스트리,기계·장비
089600,KT나스미디어,일반서비스
418470,KT밀리의서재,IT 서비스
043610,KT지니뮤직,오락·문화
122450,KX,오락·문화
052900,KX하이텍,화학
036560,KZ정밀,기계·장비
061970,LB세미콘,전기·전자
309960,LB인베스트먼트,금융
073490,LIG아큐버,전기·전자
225190,LK삼양,의료·정밀기기
060370,LS마린솔루션,건설
417200,LS머트리얼즈,전기·전자
078020,LS증권,금융
322180,LS티라유텍,IT 서비스
476080,M83,오락·문화
086960,MDS테크,IT 서비스
160550,NEW,오락·문화
053290,NE능률,오락·문화
060250,NHN KCP,금융
104200,NHN벅스,IT 서비스
054050,NH농우바이오,농업 임업 및 어업
063570,NICE인프라,일반서비스
222160,NPX,기계·장비
024940,PN풍년,유통
332570,PS일렉트로닉스,전기·전자
218410,RFHIC,전기·전자
327260,RF머트리얼즈,전기·전자
474610,RF시스템즈,금속
091340,S&K폴리텍,전기·전자
419530,SAMG엔터,오락·문화
019550,SBI인베스트먼트,금융
246960,SCL사이언스,제약
099220,SDN,유통
036540,SFA반도체,전기·전자
255220,SG,비금속
040610,SG&G,운송장비·부품
184230,SGA솔루션즈,IT 서비스
016250,SGC E&C,건설
357880,SKAI,IT 서비스
048550,SM C&C,일반서비스
063440,SM Life Design,출판·매체복제
067160,SOOP,IT 서비스
289080,SV인베스트먼트,금융
041930,SY동아,화학
013720,THE CUBE&,운송장비·부품
089230,THE E&M,IT 서비스
032540,TJ미디어,전기·전자
048770,TPC로보틱스,기계·장비
246690,TS인베스트먼트,금융
317240,TS트릴리온,화학
057030,YBM넷,일반서비스
040300,YTN,오락·문화
051390,YW,유통
052220,iMBC,오락·문화
079940,가비아,IT 서비스
078890,가온그룹,전기·전자
399720,가온칩스,전기·전자
036620,감성코퍼레이션,유통
198440,강동씨앤엘,비금속
217730,강스템바이오텍,제약
114190,강원에너지,전기·전자
094480,갤럭시아머니트리,IT 서비스
039240,경남스틸,금속
053950,경남제약,제약
011040,경동제약,제약
024910,경창산업,운송장비·부품
049720,고려신용정보,일반서비스
014570,고려제약,제약
348150,고바이오랩,일반서비스
950190,고스트스튜디오,IT 서비스
098460,고영,기계·장비
035290,골드앤에스,오락·문화
215000,골프존,IT 서비스
121440,골프존홀딩스,유통
366030,공구우먼,섬유·의류
029480,광무,전기·전자
026910,광진실업,금속
465320,교보15호스팩,금융
482520,교보16호스팩,금융
489210,교보17호스팩,금융
0041B0,교보18호스팩,금융
0098T0,교보19호스팩,금융
0132G0,교보20호스팩,금융
053270,구영테크,운송장비·부품
066620,국보디자인,건설
043650,국순당,음식료·담배
006050,국영지앤엠,비금속
060480,국일신동,금속
078130,국일제지,종이·목재
307750,국전,제약
035080,그래디언트,유통
318060,그래피,화학
453450,그리드위즈,일반서비스
204020,그리티,섬유·의류
0015G0,그린광학,의료·정밀기기
402490,그린리소스,전기·전자
114450,그린생명과학,제약
186230,그린플러스,금속
900070,글로벌에스엠,금융
204620,글로벌텍스프리,금융
019660,글로본,유통
053260,금강철강,금속
282720,금양그린파워,건설
036190,금화피에스시,건설
049080,기가레인,전기·전자
420770,기가비스,기계·장비
035460,기산텔레콤,전기·전자
407400,꿈비,기타제조
187790,나노,화학
121600,나노신소재,화학
286750,나노실리칸첨단소재,화학
247660,나노씨엠에스,전기·전자
039860,나노엔텍,의료·정밀기기
091970,나노캠텍,화학
417010,나노팀,기계·장비
405920,나라셀라,유통
478340,나라스페이스테크놀로지,운송장비·부품
051490,나라엠앤디,기계·장비
137080,나래나노텍,기계·장비
190510,나무가,전기·전자
242040,나무기술,IT 서비스
293580,나우IB,금융
459510,나우로보틱스,기계·장비
138610,나이벡,제약
130580,나이스디앤비,일반서비스
036800,나이스정보통신,통신
267320,나인테크,기계·장비
111710,남화산업,오락·문화
091590,남화토건,건설
168330,내츄럴엔도텍,일반서비스
094860,네오리진,IT 서비스
253590,네오셈,기계·장비
212560,네오오토,운송장비·부품
095660,네오위즈,IT 서비스
042420,네오위즈홀딩스,IT 서비스
950220,네오이뮨텍,일반서비스
311390,네오크레마,음식료·담배
085910,네오티스,운송장비·부품
092730,네오팜,화학
153460,네이블,IT 서비스
007390,네이처셀,제약
033640,네패스,전기·전자
330860,네패스아크,일반서비스
351320,넥사다이내믹스,기계·장비
089140,넥스턴앤롤코리아,기계·장비
389650,넥스트바이오메디컬,의료·정밀기기
137940,넥스트아이,의료·정밀기기
396270,넥스트칩,전기·전자
348210,넥스틴,기계·장비
225570,넥슨게임즈,IT 서비스
205500,넥써쓰,IT 서비스
217270,넵튠,IT 서비스
104620,노랑풍선,일반서비스
473980,노머스,오락·문화
194700,노바렉스,음식료·담배
285490,노바텍,기타제조
145170,노브랜드,섬유·의류
106520,노블엠앤비,의료·정밀기기
376930,노을,의료·정밀기기
486990,노타,IT 서비스
142280,녹십자엠에스,제약
234690,녹십자웰빙,제약
069140,누리플랜,금속
040160,누리플렉스,IT 서비스
332290,누보,화학
348340,뉴로메카,기계·장비
380550,뉴로핏,IT 서비스
060260,뉴보텍,화학
463020,뉴엔AI,IT 서비스
123840,뉴온,음식료·담배
012340,뉴인텍,운송장비·부품
462310,뉴키즈온,섬유·의류
270870,뉴트리,음식료·담배
144960,뉴파워프라즈마,기계·장비
085670,뉴프렉스,전기·전자
064260,다날,IT 서비스
340360,다보링크,전기·전자
039560,다산네트웍스,전기·전자
208860,다산디엠씨,IT 서비스
154040,다산솔루에타,전기·전자
032190,다우데이타,유통
323350,다원넥스뷰,기계·장비
068240,다원시스,전기·전자
290660,다이나믹솔루션,의료·정밀기기
464580,닷밀,오락·문화
020400,대동금속,금속
008830,대동기어,기계·장비
048470,대동스틸,유통
004780,대륙제관,금속
017650,대림제지,종이·목재
389260,대명에너지,건설
317850,대모,기계·장비
290670,대보마그네틱,전기·전자
078140,대봉엘에스,제약
065150,대산F&B,유통
036480,대성미생물,제약
027830,대성창투,금융
129920,대성하이텍,기계·장비
471050,대신밸런스제17호스팩,금융
482690,대신밸런스제19호스팩,금융
020180,대신정보통신,IT 서비스
045390,대아티아이,전기·전자
108380,대양전기공업,운송장비·부품
007680,대원,건설
048910,대원미디어,유통
005710,대원산업,운송장비·부품
120240,대정화금,화학
003310,대주산업,음식료·담배
078600,대주전자재료,전기·전자
393970,대진첨단소재,화학
096350,대창솔루션,금속
140520,대창스틸,금속
131220,대한과학,유통
010170,대한광통신,전기·전자
054670,대한뉴팜,제약
023910,대한약품,제약
021040,대호특수강,금속
021045,대호특수강우,금속
067080,대화제약,제약
298540,더네이쳐홀딩스,섬유·의류
032860,더라미,일반서비스
393890,더블유씨피,전기·전자
299170,더블유에스아이,유통
462860,더즌,통신
224060,더코디,전기·전자
043090,더테크놀로지,유통
403850,더핑크퐁컴퍼니,오락·문화
213420,덕산네오룩스,전기·전자
317330,덕산테코피아,화학
077360,덕산하이메탈,전기·전자
090410,덕신이피씨,금속
0001A0,덕양에너젠,전기·가스·수도
263600,덕우전자,전기·전자
194480,데브시스터즈,IT 서비스
373160,데이원컴퍼니,일반서비스
263800,데이타솔루션,유통
206560,덱스터,오락·문화
261200,덴티스,의료·정밀기기
484120,도우인시스,전기·전자
067990,도이치모터스,유통
006620,동구바이오제약,제약
100130,동국S&C,금속
005160,동국산업,금속
303810,동국생명과학,제약
075970,동국알앤에스,비금속
086450,동국제약,제약
240550,동방메디컬,의료·정밀기기
099410,동방선기,운송장비·부품
033500,동성화인텍,화학
025950,동신건설,건설
088130,동아엘텍,기계·장비
060380,동양에스텍,금속
079960,동양이엔피,전기·전자
228340,동양파일,비금속
088910,동우팜투테이블,음식료·담배
094170,동운아나텍,전기·전자
013120,동원개발,건설
109860,동일금속,금속
032960,동일기연,전기·전자
023790,동일스틸럭스,금속
005290,동진쎄미켐,화학
025900,동화기업,종이·목재
131970,두산테스나,일반서비스
073190,듀오백,기타제조
176750,듀켐바이오,제약
030350,드래곤플라이,IT 서비스
203650,드림시큐리티,IT 서비스
223250,드림씨아이에스,일반서비스
060570,드림어스컴퍼니,오락·문화
362990,드림인사이트,일반서비스
016670,디모아,유통
187870,디바이스,기계·장비
489730,디비금융제13호스팩,금융
0004Y0,디비금융제14호스팩,금융
110990,디아이티,기계·장비
263690,디알젬,의료·정밀기기
214680,디알텍,의료·정밀기기
347850,디앤디파마텍,일반서비스
263720,디앤씨미디어,오락·문화
376300,디어유,IT 서비스
104040,디에스엠,운송장비·부품
109740,디에스케이,기계·장비
031860,디에이치엑스컴퍼니,유통
196490,디에이테크놀로지,기계·장비
066900,디에이피,전기·전자
092070,디엔에프,화학
039840,디오,의료·정밀기기
219550,디와이디,유통
310870,디와이씨,운송장비·부품
104460,디와이피엔에프,기계·장비
113810,디젠스,운송장비·부품
043360,디지아이,전기·전자
197140,디지캡,IT 서비스
068930,디지털대성,일반서비스
033130,디지틀조선,IT 서비스
105740,디케이락,기계·장비
263020,디케이앤디,화학
290550,디케이티,전기·전자
066670,디티씨,부동산
187220,디티앤씨,일반서비스
383930,디티앤씨알오,일반서비스
131180,딜리,전기·전자
315640,딥노이드,IT 서비스
317120,라닉스,전기·전자
462510,라메디텍,의료·정밀기기
232680,라온로보틱스,기계·장비
042510,라온시큐어,IT 서비스
418420,라온텍,전기·전자
300120,라온피플,IT 서비스
171120,라이온켐텍,화학
388790,라이콤,전기·전자
214260,라파스,화학
171010,램테크놀러지,화학
084650,랩지노믹스,일반서비스
217500,러셀,기계·장비
038390,레드캡투어,일반서비스
294140,레몬,화학
443250,레뷰코퍼레이션,일반서비스
228670,레이,의료·정밀기기
228850,레이언스,의료·정밀기기
412350,레이저쎌,기계·장비
199550,레이저옵텍,의료·정밀기기
281740,레이크머티리얼즈,화학
277810,레인보우로보틱스,기계·장비
215100,로보로보,전기·전자
090360,로보스타,기계·장비
108490,로보티즈,기계·장비
900260,로스웰,금융
033290,로젠,유통
067730,로지시스,IT 서비스
071280,로체시스템즈,기계·장비
376900,로킷헬스케어,제약
214610,롤링스톤,의료·정밀기기
328130,루닛,IT 서비스
038060,루멘스,전기·전자
474170,루미르,운송장비·부품
141080,리가켐바이오,일반서비스
058470,리노공업,전기·전자
016100,리더스코스메틱,종이·목재
012700,리드코프,유통
302550,리메드,의료·정밀기기
491000,리브스메드,의료·정밀기기
394420,리센스메디컬,의료·정밀기기
073570,리튬포어스,기타제조
377450,리파인,IT 서비스
277070,린드먼아시아,금융
042500,링네트,IT 서비스
193250,링크드,전기·전자
474650,링크솔루션,기계·장비
219420,링크제니시스,IT 서비스
439090,마녀공장,화학
195500,마니커에프앤지,음식료·담배
377480,마음AI,IT 서비스
305090,마이크로디지탈,의료·정밀기기
098120,마이크로컨텍솔,전기·전자
424980,마이크로투나노,전기·전자
038290,마크로젠,일반서비스
267980,매일유업,음식료·담배
005990,매일홀딩스,음식료·담배
093520,매커스,유통
100590,머큐리,전기·전자
067280,멀티캠퍼스,일반서비스
072870,메가스터디,오락·문화
215200,메가스터디교육,일반서비스
133750,메가엠디,일반서비스
446540,메가터치,전기·전자
235980,메드팩토,일반서비스
041920,메디아나,의료·정밀기기
014100,메디앙스,유통
054180,메디콕스,운송장비·부품
086900,메디톡스,제약
078160,메디포스트,제약
0088D0,메리츠제1호스팩,금융
408920,메쎄이상,일반서비스
021880,메이슨캐피탈,금융
0088M0,메쥬,의료·정밀기기
140410,메지온,일반서비스
241770,메카로,전기·전자
059210,메타바이오메드,제약
058110,멕아이씨에스,의료·정밀기기
072770,멤레이비티,IT 서비스
434480,모니터랩,IT 서비스
080420,모다이노칩,유통
417970,모델솔루션,기계·장비
080160,모두투어,일반서비스
087260,모바일어플라이언스,IT 서비스
101330,모베이스,전기·전자
012860,모베이스전자,운송장비·부품
363260,모비데이즈,일반서비스
348030,모비릭스,IT 서비스
250060,모비스,IT 서비스
288980,모아데이타,IT 서비스
142760,모아라이프플러스,일반서비스
033200,모아텍,전기·전자
118990,모트렉스,운송장비·부품
463480,모티브링크,전기·전자
006920,모헨즈,비금속
001810,무림SP,종이·목재
279600,미디어젠,IT 서비스
095500,미래나노텍,화학
254490,미래반도체,유통
218150,미래생명자원,음식료·담배
100790,미래에셋벤처투자,금융
0097F0,미래에셋비전스팩10호,금융
0099W0,미래에셋비전스팩11호,금융
477380,미래에셋비전스팩4호,금융
477470,미래에셋비전스팩5호,금융
478440,미래에셋비전스팩6호,금융
482680,미래에셋비전스팩7호,금융
0093G0,미래에셋비전스팩8호,금융
0096D0,미래에셋비전스팩9호,금융
049950,미래컴퍼니,기계·장비
207760,미스터블루,IT 서비스
059090,미코,전기·전자
201490,미투온,IT 서비스
475460,미트박스,IT 서비스
452200,민테크,의료·정밀기기
206640,바디텍메드,제약
035620,바른손이앤에이,오락·문화
053030,바이넥스,제약
301300,바이브컴퍼니,IT 서비스
064550,바이오니아,제약
314930,바이오다인,의료·정밀기기
489460,바이오비쥬,화학
086820,바이오솔루션,제약
038460,바이오스마트,전기·전자
251120,바이오에프디엔씨,제약
199730,바이오인프라,일반서비스
086040,바이오톡스텍,일반서비스
188040,바이오포트,음식료·담배
099430,바이오플러스,제약
032980,바이온,유통
308080,바이젠셀,일반서비스
043150,바텍,의료·정밀기기
323990,박셀바이오,일반서비스
267790,배럴,섬유·의류
046310,백금T&A,전기·전자
331520,밸로프,IT 서비스
199480,뱅크웨어글로벌,IT 서비스
438700,버넥트,IT 서비스
066410,버킷스튜디오,통신
382900,범한퓨얼셀,전기·전자
206400,베노티앤알,건설
019010,베뉴지,유통
177350,베셀,화학
457600,벡트,전기·전자
424760,벨로크,IT 서비스
250000,보라티알,유통
310210,보로노이,일반서비스
006910,보성파워텍,금속
0010F0,보원케미칼,화학
226340,본느,화학
014470,부방,부동산
008470,부스타,금속
338220,뷰노,IT 서비스
100120,뷰웍스,의료·정밀기기
406820,뷰티스킨,화학
099390,브레인즈컴퍼니,IT 서비스
064480,브리지텍,IT 서비스
365900,브이씨,기타제조
089970,브이엠,기계·장비
251630,브이원텍,기계·장비
018290,브이티,화학
478560,블랙야크아이앤씨,섬유·의류
439580,블루엠텍,유통
033560,블루콤,전기·전자
369370,블리츠웨이엔터테인먼트,오락·문화
126340,비나텍,전기·전자
121800,비덴트,전기·전자
082800,비보존 제약,제약
318410,비비씨,화학
419540,비스토스,의료·정밀기기
146320,비씨엔씨,전기·전자
200780,비씨월드제약,제약
413640,비아이매트릭스,IT 서비스
141000,비아트론,기계·장비
083650,비에이치아이,기계·장비
0068Y0,비엔케이제3호스팩,금융
065170,비엘팜텍,유통
086670,비엠티,기계·장비
230980,비유테크놀러지,IT 서비스
488900,비츠로넥스텍,운송장비·부품
082920,비츠로셀,전기·전자
054220,비츠로시스,전기·전자
042370,비츠로테크,금융
050090,비케이홀딩스,일반서비스
148780,비큐AI,IT 서비스
307870,비투엔,IT 서비스
377030,비트맥스,IT 서비스
032850,비트컴퓨터,IT 서비스
049470,비트플래닛,IT 서비스
238200,비피도,음식료·담배
093190,빅솔론,전기·전자
065450,빅텍,의료·정밀기기
044480,빌리언스,오락·문화
069540,빛과전자,전기·전자
072950,빛샘전자,전기·전자
451250,삐아,화학
143240,사람인,IT 서비스
466410,사이냅소프트,IT 서비스
223310,사토시홀딩스,유통
452430,사피엔반도체,전기·전자
419120,산돌,IT 서비스
122350,삼기,운송장비·부품
419050,삼기에너지솔루션즈,운송장비·부품
014970,삼륭물산,종이·목재
018310,삼목에스폼,금속
012210,삼미금속,금속
053700,삼보모터스,운송장비·부품
009620,삼보산업,금속
023600,삼보판지,종이·목재
0044K0,삼성스팩10호,금융
0071M0,삼성스팩11호,금융
0096B0,삼성스팩12호,금융
0115H0,삼성스팩13호,금융
009300,삼아제약,제약
482630,삼양엔씨켐,화학
484590,삼양컴텍,금속
036670,삼양케이씨아이,화학
361670,삼영에스앤씨,전기·전자
054540,삼영엠텍,금속
065570,삼영이엔씨,전기·전자
014950,삼익제약,제약
032280,삼일,운송·창고
002290,삼일기업공사,건설
037460,삼지전자,전기·전자
032750,삼진,전기·전자
0013V0,삼진식품,음식료·담배
054090,삼진엘앤디,기타제조
000250,삼천당제약,제약
024950,삼천리자전거,유통
038500,삼표시멘트,비금속
437730,삼현,운송장비·부품
017480,삼현철강,금속
046390,삼화네트웍스,오락·문화
027580,상보,화학
038540,상상인,IT 서비스
091580,상신이디피,전기·전자
263810,상신전자,전기·전자
089980,상아프론테크,화학
042940,상지건설,건설
042600,새로닉스,전기·전자
107600,새빗켐,화학
411080,샌즈랩,IT 서비스
252990,샘씨엔에스,전기·전자
378800,샤페론,제약
294630,서남,전기·전자
038070,서린바이오,유통
006730,서부T&D,일반서비스
079650,서산,비금속
100660,서암기계공업,기계·장비
019770,서연탑메탈,기계·장비
092190,서울바이오시스,전기·전자
046890,서울반도체,전기·전자
063170,서울옥션,유통
027040,서울전자통신,전기·전자
018680,서울제약,제약
036120,서울평가정보,IT 서비스
093920,서원인텍,전기·전자
189860,서전기전,전기·전자
178320,서진시스템,전기·전자
122690,서진오토모티브,운송장비·부품
140070,서플러스글로벌,유통
011370,서한,건설
065710,서호전기,전기·전자
035890,서희건설,건설
357550,석경에이티,화학
003100,선광,운송·창고
067370,선바이오,제약
171090,선익시스템,기계·장비
086710,선진뷰티사이언스,화학
014620,성광벤드,금속
037350,성도이엔지,일반서비스
458650,성우,전기·전자
081580,성우전자,전기·전자
045300,성우테크론,전기·전자
015750,성우하이텍,운송장비·부품
365340,성일하이텍,화학
080470,성창오토텍,운송장비·부품
043260,성호전자,전기·전자
148150,세경하이테크,전기·전자
061090,세나테크놀로지,전기·전자
188260,세니젠,기타제조
053060,세동,운송장비·부품
340440,세림B&G,화학
017510,세명전기,금속
490470,세미파이브,일반서비스
011560,세보엠이씨,건설
396300,세아메카닉스,금속
100700,세운메디칼,제약
024830,세원물산,운송장비·부품
258830,세종메디칼,의료·정밀기기
036630,세종텔레콤,건설
039310,세중,IT 서비스
067770,세진티에스,전기·전자
053450,세코닉스,의료·정밀기기
252500,세화피앤씨,화학
321370,센서뷰,전기·전자
347000,센코,의료·정밀기기
331920,셀레믹스,제약
352770,셀레스트라,일반서비스
471820,셀로맥스사이언스,음식료·담배
049180,셀루메드,제약
299660,셀리드,일반서비스
108860,셀바스AI,IT 서비스
208370,셀바스헬스케어,의료·정밀기기
318160,셀바이오휴먼텍,섬유·의류
308430,셀비온,제약
068760,셀트리온제약,제약
068940,셀피글로벌,전기·전자
007720,소노스퀘어,유통
290690,소룩스,전기·전자
950200,소마젠,일반서비스
032680,소프트센,IT 서비스
032685,소프트센우,IT 서비스
258790,소프트캠프,IT 서비스
066910,손오공,유통
215090,솔디펜스,의료·정밀기기
035610,솔본,일반서비스
357780,솔브레인,화학
036830,솔브레인홀딩스,일반서비스
304100,솔트룩스,IT 서비스
328380,솔트웨어,IT 서비스
086980,쇼박스,오락·문화
050960,수산아이앤티,IT 서비스
084180,수성웹툰,기계·장비
253840,수젠텍,제약
298830,슈어소프트테크,IT 서비스
236200,슈프리마,전기·전자
094840,슈프리마에이치큐,전기·전자
192440,슈피겐코리아,기타제조
424960,스마트레이더시스템,의료·정밀기기
099440,스맥,기계·장비
066590,스모트로닉,운송장비·부품
276040,스코넥,IT 서비스
060240,스타코링크,운송장비·부품
115570,스타플렉스,화학
330730,스톤브릿지벤처스,금융
352090,스톰테크,화학
253450,스튜디오드래곤,오락·문화
408900,스튜디오미르,오락·문화
415380,스튜디오삼익,유통
013810,스페코,기계·장비
347700,스피어,IT 서비스
049830,승일,금속
020710,시공테크,일반서비스
033170,시그네틱스,전기·전자
048870,시너지이노베이션,의료·정밀기기
025320,시노펙스,전기·전자
340810,시선AI,IT 서비스
269620,시스웍,의료·정밀기기
056090,시지메드텍,의료·정밀기기
429270,시지트로닉스,전기·전자
418250,시큐레터,IT 서비스
131090,시큐브,IT 서비스
290520,신도기연,기계·장비
001000,신라섬유,부동산
025870,신라에스지,유통
215600,신라젠,일반서비스
065350,신성델타테크,전기·전자
416180,신성에스티,운송장비·부품
162300,신스틸,금속
002800,신신제약,제약
472220,신영스팩10호,금융
0091W0,신영스팩11호,금융
017000,신원종합개발,건설
012790,신일제약,제약
138070,신진에스엠,금속
226330,신테카바이오,IT 서비스
474660,신한제12호스팩,금융
474930,신한제13호스팩,금융
487360,신한제14호스팩,금융
487830,신한제15호스팩,금융
496070,신한제16호스팩,금융
0130D0,신한제17호스팩,금융
0129K0,신한제18호스팩,금융
056700,신화인터텍,화학
187270,신화콘텍,전기·전자
095190,신화프리텍,금속
243840,신흥에스이씨,전기·전자
257720,실리콘투,유통
222800,심텍,전기·전자
036710,심텍홀딩스,일반서비스
444530,심플랫폼,IT 서비스
234030,싸이닉솔루션,전기·전자
160980,싸이맥스,기계·장비
356890,싸이버원,IT 서비스
217330,싸이토젠,일반서비스
208640,썸에이지,IT 서비스
222420,쎄노텍,비금속
037760,쎄니트,금속
081180,쎄크,기계·장비
099320,쎄트렉아이,운송장비·부품
049960,쎌바이오텍,제약
088280,쏘닉스,전기·전자
050890,쏠리드,전기·전자
394800,쓰리빌리언,일반서비스
177900,쓰리에이로직스,전기·전자
475400,씨메스로보틱스,기계·장비
109670,씨싸이트,섬유·의류
066790,씨씨에스,오락·문화
222080,씨아이에스,기계·장비
352480,씨앤씨인터내셔널,화학
264660,씨앤지하이테크,기계·장비
352700,씨앤투스,화학
458870,씨어스,의료·정밀기기
297090,씨에스베어링,기계·장비
900120,씨엑스아이,금융
359090,씨엔알리서치,일반서비스
115530,씨엔플러스,전기·전자
388210,씨엠티엑스,전기·전자
115480,씨유메디칼,의료·정밀기기
376290,씨유테크,전기·전자
189330,씨이랩,IT 서비스
096530,씨젠,제약
101240,씨큐브,화학
060590,씨티씨바이오,제약
260930,씨티케이,화학
413630,씨피시스템,화학
013990,아가방컴퍼니,유통
123860,아나패스,전기·전자
025980,아난티,일반서비스
0015N0,아로마티카,화학
125210,아모그린텍,전기·전자
357580,아모센스,전기·전자
052710,아모텍,전기·전자
074430,아미노로직스,제약
092040,아미코젠,음식료·담배
083930,아바코,기계·장비
149950,아바텍,전기·전자
036010,아비코전자,전기·전자
050860,아세아텍,기계·장비
136410,아셈스,화학
246720,아스타,제약
450950,아스테라시스,의료·정밀기기
067390,아스트,운송장비·부품
159010,아스플로,기계·장비
127710,아시아경제,IT 서비스
154030,아시아종묘,농업 임업 및 어업
227610,아우딘퓨쳐스,화학
331740,아우토크립트,IT 서비스
143160,아이디스,전기·전자
054800,아이디스홀딩스,일반서비스
332370,아이디피,전기·전자
066430,아이로보틱스,유통
339950,아이비김영,일반서비스
469750,아이비젼웍스,기계·장비
460470,아이빔테크놀로지,의료·정밀기기
099190,아이센스,의료·정밀기기
461300,아이스크림미디어,IT 서비스
289010,아이스크림에듀,오락·문화
214430,아이쓰리시스템,전기·전자
040910,아이씨디,기계·장비
368600,아이씨에이치,전기·전자
456010,아이씨티케이,전기·전자
052860,아이앤씨,전기·전자
464500,아이언디바이스,전기·전자
212710,아이에스티이,전기·전자
038880,아이에이,전기·전자
307180,아이엘,전기·전자
101390,아이엠,전기·전자
493280,아이엠바이오로직스,일반서비스
461030,아이엠비디엑스,일반서비스
451220,아이엠티,기계·장비
078860,아이오케이이엔엠,오락·문화
090150,아이윈,운송장비·부품
031310,아이즈비전,통신
462980,아이지넷,IT 서비스
185490,아이진,일반서비스
059100,아이컴포넌트,전기·전자
262840,아이퀘스트,IT 서비스
175250,아이큐어,화학
052460,아이크래프트,IT 서비스
119830,아이텍,일반서비스
052770,아이톡시,IT 서비스
124500,아이티센글로벌,IT 서비스
010280,아이티센엔텍,IT 서비스
232830,아이티센피엔에스,IT 서비스
372800,아이티아이즈,IT 서비스
084850,아이티엠반도체,전기·전자
309710,아이티켐,제약
114840,아이패밀리에스씨,화학
027360,아주IB투자,금융
032080,아즈텍WB,섬유·의류
013310,아진산업,운송장비·부품
059120,아진엑스텍,전기·전자
0007C0,아크릴,IT 서비스
203690,아크솔루션스,종이·목재
158430,아톤,IT 서비스
200350,아티스트스튜디오,오락·문화
321820,아티스트컴퍼니,오락·문화
001540,안국약품,제약
053800,안랩,IT 서비스
065660,안트로젠,유통
297570,알로이스,전기·전자
260660,알리코제약,제약
354320,알멕,금속
361570,알비더블유,오락·문화
131370,알서포트,IT 서비스
140670,알에스오토메이션,전기·전자
096610,알에프세미,전기·전자
061040,알에프텍,전기·전자
148250,알엔투테크놀로지,전기·전자
123010,알엔티엑스,전기·전자
476830,알지노믹스,일반서비스
347860,알체라,IT 서비스
196170,알테오젠,일반서비스
123750,알톤,운송장비·부품
459550,알트,전기·전자
085810,알티캐스트,IT 서비스
043100,알파AI,의료·정밀기기
117670,알파칩스,전기·전자
314140,알피바이오,제약
291650,압타머사이언스,일반서비스
293780,압타바이오,일반서비스
310200,애니플러스,오락·문화
179530,애드바이오텍,제약
397810,애드포러스,일반서비스
900100,애머릿지,유통
0011A0,액스비스,전기·전자
052790,액토즈소프트,IT 서비스
290740,액트로,전기·전자
238090,앤디포스,화학
138360,앤로보틱스,기계·장비
092600,앤씨앤,전기·전자
129890,앱코,전기·전자
174900,앱클론,제약
109960,앱토크롬,유통
270520,앱튼,일반서비스
255440,야스,기계·장비
030960,양지사,출판·매체복제
102120,어보브반도체,전기·전자
238120,얼라인드,의료·정밀기기
019990,에너토크,기계·장비
435570,에르코스,음식료·담배
270660,에브리봇,전기·전자
038680,에스넷,IT 서비스
217480,에스디생명공학,화학
121890,에스디시스템,전기·전자
304360,에스바이오메딕스,제약
389500,에스비비테크,기계·장비
042110,에스씨디,전기·전자
065420,에스아이리소스,화학
103230,에스앤더블류,기계·장비
260970,에스앤디,음식료·담배
101490,에스앤에스텍,전기·전자
095910,에스에너지,전기·전자
275630,에스에스알,IT 서비스
031330,에스에이엠티,유통
060540,에스에이티,의료·정밀기기
056190,에스에프에이,기계·장비
0008Z0,에스엔시스,전기·전자
246250,에스엘에스바이오,일반서비스
041510,에스엠,오락·문화
460870,에스엠씨지,비금속
464080,에스오에스랩,의료·정밀기기
109610,에스와이,금속
365330,에스와이스틸텍,금속
306040,에스제이그룹,섬유·의류
398120,에스지헬스케어,의료·정밀기기
472230,에스케이증권제11호스팩,금융
473000,에스케이증권제12호스팩,금융
473950,에스케이증권제13호스팩,금융
